COMM_NAME,Date,WPI
Wheat,2002-10,175.2
Jowar,2002-10,219.2
Bajra,2002-10,189.6
Maize,2002-10,178.8
Barley,2002-10,202.1
Ragi,2002-10,174.2
Gram,2002-10,160.5
Arhar,2002-10,163.2
Moong,2002-10,204.6
Masur,2002-10,220.9
Urad,2002-10,247.7
Potato,2002-10,286.9
Sweet Potato,2002-10,245.3
Onion,2002-10,183.4
Tapioca,2002-10,187.5
Ginger,2002-10,243.9
Peas,2002-10,202.7
Tomato,2002-10,165.2
Cauliflower,2002-10,225.5
BRINJAL,2002-10,165.3
OKRA,2002-10,189.9
CABBAGE,2002-10,178.5
Banana,2002-10,178.8
Mango,2002-10,9999.9
apple,2002-10,420.5
Orange,2002-10,511.5
Cashewnuts,2002-10,130
Coconut,2002-10,120.7
Papaya,2002-10,225.6
Grapes,2002-10,210.1
PINEAPPLE,2002-10,220.1
GUAVA,2002-10,170
LITCHI,2002-10,9999.9
SAPOTA,2002-10,199.3
Rice,2002-11,166.9
Wheat,2002-11,177.1
Jowar,2002-11,215.7
Bajra,2002-11,193.8
Maize,2002-11,188.6
Barley,2002-11,199.5
Ragi,2002-11,174.9
Gram,2002-11,159.6
Arhar,2002-11,164.8
Moong,2002-11,211.1
Masur,2002-11,223.7
Urad,2002-11,240
Potato,2002-11,272.3
Sweet Potato,2002-11,235.5
Onion,2002-11,181.7
Tapioca,2002-11,178
Ginger,2002-11,243.9
Peas,2002-11,200.7
Tomato,2002-11,136.9
Cauliflower,2002-11,194.8
BRINJAL,2002-11,161.5
OKRA,2002-11,183.2
CABBAGE,2002-11,157.1
Banana,2002-11,167
Mango,2002-11,9999.9
apple,2002-11,453.5
Orange,2002-11,525
Cashewnuts,2002-11,129.4
Coconut,2002-11,135.4
Papaya,2002-11,198.8
Grapes,2002-11,213.8
PINEAPPLE,2002-11,214.9
GUAVA,2002-11,174
LITCHI,2002-11,9999.9
SAPOTA,2002-11,227.7
Rice,2002-12,165.8
Wheat,2002-12,178.6
Jowar,2002-12,221.1
Bajra,2002-12,201
Maize,2002-12,195.2
Barley,2002-12,209.9
Ragi,2002-12,175.9
Gram,2002-12,148.9
Arhar,2002-12,163.6
Moong,2002-12,202.2
Masur,2002-12,221.3
Urad,2002-12,230.1
Potato,2002-12,132.1
Sweet Potato,2002-12,222.3
Onion,2002-12,126.7
Tapioca,2002-12,180.4
Ginger,2002-12,243.9
Peas,2002-12,134.8
Tomato,2002-12,79.2
Cauliflower,2002-12,104.6
BRINJAL,2002-12,132.3
OKRA,2002-12,187.5
CABBAGE,2002-12,114.7
Banana,2002-12,162.3
Mango,2002-12,9999.9
apple,2002-12,529.8
Orange,2002-12,581.3
Cashewnuts,2002-12,129.3
Coconut,2002-12,134.6
Papaya,2002-12,208.4
Grapes,2002-12,215.3
PINEAPPLE,2002-12,195.6
GUAVA,2002-12,150
LITCHI,2002-12,9999.9
SAPOTA,2002-12,222.1
Rice,2003-01,165.9
Wheat,2003-01,179.1
Jowar,2003-01,222.7
Bajra,2003-01,204
Maize,2003-01,196.7
Barley,2003-01,209.2
Ragi,2003-01,189.2
Gram,2003-01,140.2
Arhar,2003-01,151.3
Moong,2003-01,207.1
Masur,2003-01,210.5
Urad,2003-01,222.8
Potato,2003-01,97.6
Sweet Potato,2003-01,237.6
Onion,2003-01,105.3
Tapioca,2003-01,174.8
Ginger,2003-01,243.9
Peas,2003-01,98.5
Tomato,2003-01,72.2
Cauliflower,2003-01,163.9
BRINJAL,2003-01,155.7
OKRA,2003-01,188.2
CABBAGE,2003-01,92.5
Banana,2003-01,166.4
Mango,2003-01,9999.9
apple,2003-01,539.8
Orange,2003-01,562.6
Cashewnuts,2003-01,130.7
Coconut,2003-01,134.3
Papaya,2003-01,168
Grapes,2003-01,194.6
PINEAPPLE,2003-01,210
GUAVA,2003-01,131.7
LITCHI,2003-01,9999.9
SAPOTA,2003-01,212.2
Rice,2003-02,167
Wheat,2003-02,182.1
Jowar,2003-02,220.5
Bajra,2003-02,201.4
Maize,2003-02,203.8
Barley,2003-02,210.6
Ragi,2003-02,192.4
Gram,2003-02,139.5
Arhar,2003-02,158.1
Moong,2003-02,206.4
Masur,2003-02,214
Urad,2003-02,224.2
Potato,2003-02,102.9
Sweet Potato,2003-02,245.3
Onion,2003-02,105.2
Tapioca,2003-02,192.7
Ginger,2003-02,243.9
Peas,2003-02,94.9
Tomato,2003-02,84.9
Cauliflower,2003-02,134.8
BRINJAL,2003-02,171
OKRA,2003-02,186.9
CABBAGE,2003-02,79.6
Banana,2003-02,171.9
Mango,2003-02,9999.9
apple,2003-02,569.5
Orange,2003-02,553.1
Cashewnuts,2003-02,132.8
Coconut,2003-02,141.1
Papaya,2003-02,191.3
Grapes,2003-02,159.1
PINEAPPLE,2003-02,240
GUAVA,2003-02,129.9
LITCHI,2003-02,9999.9
SAPOTA,2003-02,227.2
Rice,2003-03,168.4
Wheat,2003-03,179.9
Jowar,2003-03,220.4
Bajra,2003-03,202.3
Maize,2003-03,206
Barley,2003-03,206.6
Ragi,2003-03,191.7
Gram,2003-03,142.1
Arhar,2003-03,162.9
Moong,2003-03,207.1
Masur,2003-03,213.1
Urad,2003-03,222.8
Potato,2003-03,102.8
Sweet Potato,2003-03,255.1
Onion,2003-03,107
Tapioca,2003-03,180.7
Ginger,2003-03,243.9
Peas,2003-03,97.4
Tomato,2003-03,79.4
Cauliflower,2003-03,167
BRINJAL,2003-03,179.3
OKRA,2003-03,197
CABBAGE,2003-03,85.3
Banana,2003-03,171.2
Mango,2003-03,9999.9
apple,2003-03,630.2
Orange,2003-03,541.3
Cashewnuts,2003-03,133.4
Coconut,2003-03,139
Papaya,2003-03,209.9
Grapes,2003-03,160.6
PINEAPPLE,2003-03,247.9
GUAVA,2003-03,131.3
LITCHI,2003-03,9999.9
SAPOTA,2003-03,196.3
Rice,2003-04,168.3
Wheat,2003-04,176.5
Jowar,2003-04,220.6
Bajra,2003-04,205.2
Maize,2003-04,197.8
Barley,2003-04,188
Ragi,2003-04,191.2
Gram,2003-04,144.3
Arhar,2003-04,164.7
Moong,2003-04,208.3
Masur,2003-04,212.7
Urad,2003-04,221
Potato,2003-04,98.2
Sweet Potato,2003-04,233
Onion,2003-04,119.5
Tapioca,2003-04,194.1
Ginger,2003-04,243.9
Peas,2003-04,9999.9
Tomato,2003-04,9999.9
Cauliflower,2003-04,9999.9
BRINJAL,2003-04,173.8
OKRA,2003-04,214.5
CABBAGE,2003-04,100.9
Banana,2003-04,182
Mango,2003-04,201.4
apple,2003-04,721.7
Orange,2003-04,589.9
Cashewnuts,2003-04,131.8
Coconut,2003-04,134.2
Papaya,2003-04,232.8
Grapes,2003-04,9999.9
PINEAPPLE,2003-04,242.7
GUAVA,2003-04,143.2
LITCHI,2003-04,9999.9
SAPOTA,2003-04,195.6
Rice,2003-05,169.9
Wheat,2003-05,174.8
Jowar,2003-05,218
Bajra,2003-05,204.6
Maize,2003-05,193.2
Barley,2003-05,183.2
Ragi,2003-05,193.8
Gram,2003-05,145.4
Arhar,2003-05,168.3
Moong,2003-05,203.1
Masur,2003-05,217.4
Urad,2003-05,219.7
Potato,2003-05,93.9
Sweet Potato,2003-05,225.7
Onion,2003-05,131.7
Tapioca,2003-05,210.1
Ginger,2003-05,243.9
Peas,2003-05,9999.9
Tomato,2003-05,9999.9
Cauliflower,2003-05,9999.9
BRINJAL,2003-05,176.5
OKRA,2003-05,152.1
CABBAGE,2003-05,113.6
Banana,2003-05,177.6
Mango,2003-05,176.9
apple,2003-05,832.8
Orange,2003-05,602.4
Cashewnuts,2003-05,129.9
Coconut,2003-05,132.6
Papaya,2003-05,220.4
Grapes,2003-05,9999.9
PINEAPPLE,2003-05,224.3
GUAVA,2003-05,156.3
LITCHI,2003-05,9999.9
SAPOTA,2003-05,190.5
Rice,2003-06,171
Wheat,2003-06,176.2
Jowar,2003-06,227.4
Bajra,2003-06,200.2
Maize,2003-06,193.6
Barley,2003-06,183.3
Ragi,2003-06,196.1
Gram,2003-06,145.7
Arhar,2003-06,168.2
Moong,2003-06,202.3
Masur,2003-06,219.4
Urad,2003-06,216.5
Potato,2003-06,119
Sweet Potato,2003-06,306.6
Onion,2003-06,144
Tapioca,2003-06,216.3
Ginger,2003-06,243.9
Peas,2003-06,9999.9
Tomato,2003-06,9999.9
Cauliflower,2003-06,9999.9
BRINJAL,2003-06,213.1
OKRA,2003-06,143.1
CABBAGE,2003-06,221
Banana,2003-06,165.9
Mango,2003-06,197.9
apple,2003-06,9999.9
Orange,2003-06,600.4
Cashewnuts,2003-06,130.1
Coconut,2003-06,133.6
Papaya,2003-06,250.7
Grapes,2003-06,9999.9
PINEAPPLE,2003-06,233.8
GUAVA,2003-06,156.3
LITCHI,2003-06,9999.9
SAPOTA,2003-06,193.3
Rice,2003-07,171.9
Wheat,2003-07,176.1
Jowar,2003-07,225.8
Bajra,2003-07,196.6
Maize,2003-07,185.8
Barley,2003-07,176.8
Ragi,2003-07,201.3
Gram,2003-07,143.8
Arhar,2003-07,171.1
Moong,2003-07,205.7
Masur,2003-07,221.2
Urad,2003-07,221.8
Potato,2003-07,134.8
Sweet Potato,2003-07,203.1
Onion,2003-07,159.3
Tapioca,2003-07,216.3
Ginger,2003-07,243.9
Peas,2003-07,9999.9
Tomato,2003-07,9999.9
Cauliflower,2003-07,9999.9
BRINJAL,2003-07,260.3
OKRA,2003-07,147
CABBAGE,2003-07,256.3
Banana,2003-07,174.4
Mango,2003-07,197.9
apple,2003-07,9999.9
Orange,2003-07,601.2
Cashewnuts,2003-07,130.9
Coconut,2003-07,143
Papaya,2003-07,259.3
Grapes,2003-07,9999.9
PINEAPPLE,2003-07,201.4
GUAVA,2003-07,156.3
LITCHI,2003-07,9999.9
SAPOTA,2003-07,207.1
Rice,2003-08,172.4
Wheat,2003-08,176
Jowar,2003-08,214.4
Bajra,2003-08,189.4
Maize,2003-08,176.2
Barley,2003-08,170.3
Ragi,2003-08,201.7
Gram,2003-08,139.8
Arhar,2003-08,170.5
Moong,2003-08,204
Masur,2003-08,224.3
Urad,2003-08,220
Potato,2003-08,124
Sweet Potato,2003-08,209.1
Onion,2003-08,158.1
Tapioca,2003-08,207.9
Ginger,2003-08,254.7
Peas,2003-08,9999.9
Tomato,2003-08,153.4
Cauliflower,2003-08,9999.9
BRINJAL,2003-08,265.9
OKRA,2003-08,157
CABBAGE,2003-08,213.9
Banana,2003-08,190.6
Mango,2003-08,9999.9
apple,2003-08,9999.9
Orange,2003-08,594.3
Cashewnuts,2003-08,130.8
Coconut,2003-08,147.6
Papaya,2003-08,257.3
Grapes,2003-08,9999.9
PINEAPPLE,2003-08,203.7
GUAVA,2003-08,184.6
LITCHI,2003-08,9999.9
SAPOTA,2003-08,198.2
Rice,2003-09,172.6
Wheat,2003-09,176.3
Jowar,2003-09,214.6
Bajra,2003-09,167.2
Maize,2003-09,174.5
Barley,2003-09,173.1
Ragi,2003-09,198.2
Gram,2003-09,141
Arhar,2003-09,168.4
Moong,2003-09,201.8
Masur,2003-09,231.2
Urad,2003-09,213.6
Potato,2003-09,126.3
Sweet Potato,2003-09,273.6
Onion,2003-09,162.9
Tapioca,2003-09,201.6
Ginger,2003-09,406.4
Peas,2003-09,9999.9
Tomato,2003-09,147.4
Cauliflower,2003-09,9999.9
BRINJAL,2003-09,290.2
OKRA,2003-09,149.7
CABBAGE,2003-09,183.3
Banana,2003-09,187.4
Mango,2003-09,9999.9
apple,2003-09,421.8
Orange,2003-09,566.2
Cashewnuts,2003-09,130.7
Coconut,2003-09,163.3
Papaya,2003-09,260.5
Grapes,2003-09,9999.9
PINEAPPLE,2003-09,207.2
GUAVA,2003-09,187.3
LITCHI,2003-09,9999.9
SAPOTA,2003-09,166.3
Rice,2003-10,172.7
Wheat,2003-10,178
Jowar,2003-10,214
Bajra,2003-10,162.6
Maize,2003-10,170.3
Barley,2003-10,175.9
Ragi,2003-10,199.7
Gram,2003-10,146
Arhar,2003-10,171.5
Moong,2003-10,195.2
Masur,2003-10,240.5
Urad,2003-10,224.1
Potato,2003-10,120.9
Sweet Potato,2003-10,291.3
Onion,2003-10,182.6
Tapioca,2003-10,212.7
Ginger,2003-10,359
Peas,2003-10,230.7
Tomato,2003-10,189.8
Cauliflower,2003-10,351.1
BRINJAL,2003-10,278.3
OKRA,2003-10,200.1
CABBAGE,2003-10,179.4
Banana,2003-10,184.2
Mango,2003-10,9999.9
apple,2003-10,434.6
Orange,2003-10,573.1
Cashewnuts,2003-10,130.5
Coconut,2003-10,162.7
Papaya,2003-10,260.4
Grapes,2003-10,210.1
PINEAPPLE,2003-10,213.9
GUAVA,2003-10,209.4
LITCHI,2003-10,9999.9
SAPOTA,2003-10,185.8
Rice,2003-11,169.3
Wheat,2003-11,183.2
Jowar,2003-11,210.9
Bajra,2003-11,160.6
Maize,2003-11,167.2
Barley,2003-11,178.1
Ragi,2003-11,201.1
Gram,2003-11,145
Arhar,2003-11,177
Moong,2003-11,188.7
Masur,2003-11,243.5
Urad,2003-11,220.7
Potato,2003-11,124.6
Sweet Potato,2003-11,256.3
Onion,2003-11,198.3
Tapioca,2003-11,204.8
Ginger,2003-11,234.6
Peas,2003-11,228.8
Tomato,2003-11,180.9
Cauliflower,2003-11,191.8
BRINJAL,2003-11,194.3
OKRA,2003-11,250.9
CABBAGE,2003-11,202.8
Banana,2003-11,176.8
Mango,2003-11,9999.9
apple,2003-11,459.5
Orange,2003-11,570.1
Cashewnuts,2003-11,130.6
Coconut,2003-11,169.7
Papaya,2003-11,302.7
Grapes,2003-11,210.1
PINEAPPLE,2003-11,211.3
GUAVA,2003-11,190.9
LITCHI,2003-11,9999.9
SAPOTA,2003-11,241.6
Rice,2003-12,163.2
Wheat,2003-12,187.1
Jowar,2003-12,215.7
Bajra,2003-12,164.3
Maize,2003-12,172
Barley,2003-12,178
Ragi,2003-12,204.4
Gram,2003-12,141.8
Arhar,2003-12,180.3
Moong,2003-12,184.7
Masur,2003-12,247.8
Urad,2003-12,206.7
Potato,2003-12,107.2
Sweet Potato,2003-12,256.8
Onion,2003-12,182.3
Tapioca,2003-12,197.5
Ginger,2003-12,223.5
Peas,2003-12,123.7
Tomato,2003-12,138.3
Cauliflower,2003-12,201
BRINJAL,2003-12,156.8
OKRA,2003-12,253.1
CABBAGE,2003-12,168.9
Banana,2003-12,168.5
Mango,2003-12,9999.9
apple,2003-12,462.7
Orange,2003-12,567.9
Cashewnuts,2003-12,130
Coconut,2003-12,157.4
Papaya,2003-12,225.1
Grapes,2003-12,208.6
PINEAPPLE,2003-12,197.3
GUAVA,2003-12,149.8
LITCHI,2003-12,9999.9
SAPOTA,2003-12,181.7
Rice,2004-01,164.4
Wheat,2004-01,190.9
Jowar,2004-01,219.8
Bajra,2004-01,166
Maize,2004-01,180.2
Barley,2004-01,182.5
Ragi,2004-01,195.8
Gram,2004-01,140.1
Arhar,2004-01,181.4
Moong,2004-01,184.8
Masur,2004-01,248.4
Urad,2004-01,212.2
Potato,2004-01,96.6
Sweet Potato,2004-01,263.1
Onion,2004-01,212.5
Tapioca,2004-01,192
Ginger,2004-01,247.1
Peas,2004-01,90.2
Tomato,2004-01,128.2
Cauliflower,2004-01,198.3
BRINJAL,2004-01,199.5
OKRA,2004-01,248.2
CABBAGE,2004-01,119.5
Banana,2004-01,173.9
Mango,2004-01,9999.9
apple,2004-01,495.8
Orange,2004-01,541.5
Cashewnuts,2004-01,130.5
Coconut,2004-01,146.4
Papaya,2004-01,225.8
Grapes,2004-01,179.7
PINEAPPLE,2004-01,201.5
GUAVA,2004-01,152
LITCHI,2004-01,9999.9
SAPOTA,2004-01,174.3
Rice,2004-02,165.5
Wheat,2004-02,192.6
Jowar,2004-02,223.5
Bajra,2004-02,164.6
Maize,2004-02,183.5
Barley,2004-02,182.4
Ragi,2004-02,192.8
Gram,2004-02,139.6
Arhar,2004-02,177.7
Moong,2004-02,187.3
Masur,2004-02,251.9
Urad,2004-02,216
Potato,2004-02,91
Sweet Potato,2004-02,262.9
Onion,2004-02,222.6
Tapioca,2004-02,175.8
Ginger,2004-02,284.5
Peas,2004-02,94.3
Tomato,2004-02,105.8
Cauliflower,2004-02,100.8
BRINJAL,2004-02,165.9
OKRA,2004-02,242.3
CABBAGE,2004-02,89.6
Banana,2004-02,183.4
Mango,2004-02,9999.9
apple,2004-02,514.4
Orange,2004-02,521.6
Cashewnuts,2004-02,128.7
Coconut,2004-02,150.9
Papaya,2004-02,237.4
Grapes,2004-02,162.1
PINEAPPLE,2004-02,222.9
GUAVA,2004-02,191.6
LITCHI,2004-02,9999.9
SAPOTA,2004-02,176.2
Rice,2004-03,164.5
Wheat,2004-03,188.6
Jowar,2004-03,220.4
Bajra,2004-03,161.8
Maize,2004-03,180.5
Barley,2004-03,181.9
Ragi,2004-03,187.6
Gram,2004-03,137
Arhar,2004-03,174.1
Moong,2004-03,184.9
Masur,2004-03,242
Urad,2004-03,216.3
Potato,2004-03,100.8
Sweet Potato,2004-03,282.8
Onion,2004-03,164
Tapioca,2004-03,178.5
Ginger,2004-03,396.3
Peas,2004-03,103.8
Tomato,2004-03,80.9
Cauliflower,2004-03,119.7
BRINJAL,2004-03,164.6
OKRA,2004-03,178.3
CABBAGE,2004-03,85
Banana,2004-03,181.1
Mango,2004-03,9999.9
apple,2004-03,513.9
Orange,2004-03,335
Cashewnuts,2004-03,128.4
Coconut,2004-03,143
Papaya,2004-03,268.3
Grapes,2004-03,163.5
PINEAPPLE,2004-03,215.2
GUAVA,2004-03,202.7
LITCHI,2004-03,9999.9
SAPOTA,2004-03,161.8
Rice,2004-04,163.3
Wheat,2004-04,180.3
Jowar,2004-04,224.6
Bajra,2004-04,168
Maize,2004-04,181.5
Barley,2004-04,172.2
Ragi,2004-04,191.9
Gram,2004-04,137.1
Arhar,2004-04,173
Moong,2004-04,182.4
Masur,2004-04,233.4
Urad,2004-04,211.8
Potato,2004-04,128.2
Sweet Potato,2004-04,272.1
Onion,2004-04,147.4
Tapioca,2004-04,194.8
Ginger,2004-04,470.1
Peas,2004-04,9999.9
Tomato,2004-04,9999.9
Cauliflower,2004-04,9999.9
BRINJAL,2004-04,195.8
OKRA,2004-04,132.6
CABBAGE,2004-04,87.8
Banana,2004-04,188.3
Mango,2004-04,240
apple,2004-04,540.5
Orange,2004-04,404.7
Cashewnuts,2004-04,127
Coconut,2004-04,144.1
Papaya,2004-04,276.7
Grapes,2004-04,9999.9
PINEAPPLE,2004-04,235.2
GUAVA,2004-04,211.5
LITCHI,2004-04,9999.9
SAPOTA,2004-04,185.8
Rice,2004-05,164.9
Wheat,2004-05,178
Jowar,2004-05,229.1
Bajra,2004-05,165.7
Maize,2004-05,188.2
Barley,2004-05,171.9
Ragi,2004-05,189.5
Gram,2004-05,136.8
Arhar,2004-05,175.8
Moong,2004-05,183
Masur,2004-05,225.7
Urad,2004-05,207.8
Potato,2004-05,163.1
Sweet Potato,2004-05,267.3
Onion,2004-05,133.1
Tapioca,2004-05,194.3
Ginger,2004-05,575.5
Peas,2004-05,9999.9
Tomato,2004-05,9999.9
Cauliflower,2004-05,9999.9
BRINJAL,2004-05,186.8
OKRA,2004-05,123.7
CABBAGE,2004-05,104.5
Banana,2004-05,187.1
Mango,2004-05,223.4
apple,2004-05,596
Orange,2004-05,545.2
Cashewnuts,2004-05,127.5
Coconut,2004-05,146.4
Papaya,2004-05,300.2
Grapes,2004-05,9999.9
PINEAPPLE,2004-05,209.5
GUAVA,2004-05,211.5
LITCHI,2004-05,9999.9
SAPOTA,2004-05,169.3
Rice,2004-06,166.6
Wheat,2004-06,179.4
Jowar,2004-06,230.1
Bajra,2004-06,163.9
Maize,2004-06,182.3
Barley,2004-06,172.5
Ragi,2004-06,186.2
Gram,2004-06,136.3
Arhar,2004-06,179.7
Moong,2004-06,180.4
Masur,2004-06,227.7
Urad,2004-06,206.9
Potato,2004-06,184.7
Sweet Potato,2004-06,252.2
Onion,2004-06,132.9
Tapioca,2004-06,185.8
Ginger,2004-06,569
Peas,2004-06,9999.9
Tomato,2004-06,9999.9
Cauliflower,2004-06,9999.9
BRINJAL,2004-06,217.5
OKRA,2004-06,142
CABBAGE,2004-06,135.5
Banana,2004-06,182.6
Mango,2004-06,176.4
apple,2004-06,9999.9
Orange,2004-06,555.3
Cashewnuts,2004-06,134.2
Coconut,2004-06,149.8
Papaya,2004-06,300.5
Grapes,2004-06,9999.9
PINEAPPLE,2004-06,210
GUAVA,2004-06,211.5
LITCHI,2004-06,9999.9
SAPOTA,2004-06,195.1
Rice,2004-07,167.1
Wheat,2004-07,179.8
Jowar,2004-07,233.4
Bajra,2004-07,173.9
Maize,2004-07,186.1
Barley,2004-07,177.3
Ragi,2004-07,183.1
Gram,2004-07,136.4
Arhar,2004-07,184.6
Moong,2004-07,182.4
Masur,2004-07,230.1
Urad,2004-07,215.6
Potato,2004-07,183
Sweet Potato,2004-07,218.9
Onion,2004-07,136.7
Tapioca,2004-07,179.3
Ginger,2004-07,447.1
Peas,2004-07,9999.9
Tomato,2004-07,9999.9
Cauliflower,2004-07,9999.9
BRINJAL,2004-07,215
OKRA,2004-07,164
CABBAGE,2004-07,136.6
Banana,2004-07,198
Mango,2004-07,176.8
apple,2004-07,9999.9
Orange,2004-07,560.4
Cashewnuts,2004-07,134.8
Coconut,2004-07,156
Papaya,2004-07,347.9
Grapes,2004-07,9999.9
PINEAPPLE,2004-07,237.4
GUAVA,2004-07,211.5
LITCHI,2004-07,9999.9
SAPOTA,2004-07,223.4
Rice,2004-08,169
Wheat,2004-08,183.9
Jowar,2004-08,241.7
Bajra,2004-08,178.5
Maize,2004-08,194.9
Barley,2004-08,181.4
Ragi,2004-08,182.8
Gram,2004-08,138.7
Arhar,2004-08,188.1
Moong,2004-08,187.6
Masur,2004-08,238.5
Urad,2004-08,218.8
Potato,2004-08,200.6
Sweet Potato,2004-08,219.2
Onion,2004-08,143.7
Tapioca,2004-08,178.8
Ginger,2004-08,441.9
Peas,2004-08,9999.9
Tomato,2004-08,214.1
Cauliflower,2004-08,9999.9
BRINJAL,2004-08,261.8
OKRA,2004-08,160.2
CABBAGE,2004-08,168.9
Banana,2004-08,207.2
Mango,2004-08,9999.9
apple,2004-08,9999.9
Orange,2004-08,578.3
Cashewnuts,2004-08,138.5
Coconut,2004-08,160.2
Papaya,2004-08,349.2
Grapes,2004-08,9999.9
PINEAPPLE,2004-08,211.7
GUAVA,2004-08,176.1
LITCHI,2004-08,9999.9
SAPOTA,2004-08,211.2
Rice,2004-09,170.2
Wheat,2004-09,183.7
Jowar,2004-09,230.8
Bajra,2004-09,178.1
Maize,2004-09,190.4
Barley,2004-09,185.2
Ragi,2004-09,182.8
Gram,2004-09,139.1
Arhar,2004-09,197.1
Moong,2004-09,188.9
Masur,2004-09,242.2
Urad,2004-09,220.8
Potato,2004-09,223
Sweet Potato,2004-09,260.6
Onion,2004-09,149.2
Tapioca,2004-09,172.6
Ginger,2004-09,407.1
Peas,2004-09,9999.9
Tomato,2004-09,150.7
Cauliflower,2004-09,9999.9
BRINJAL,2004-09,245.6
OKRA,2004-09,173.4
CABBAGE,2004-09,186.6
Banana,2004-09,190.7
Mango,2004-09,9999.9
apple,2004-09,434.3
Orange,2004-09,581.2
Cashewnuts,2004-09,146.1
Coconut,2004-09,165.7
Papaya,2004-09,344.4
Grapes,2004-09,9999.9
PINEAPPLE,2004-09,240.1
GUAVA,2004-09,204.9
LITCHI,2004-09,9999.9
SAPOTA,2004-09,185.2
Rice,2004-10,170.1
Wheat,2004-10,184.6
Jowar,2004-10,230.6
Bajra,2004-10,185
Maize,2004-10,183.4
Barley,2004-10,196.1
Ragi,2004-10,184.1
Gram,2004-10,138.6
Arhar,2004-10,193
Moong,2004-10,189.3
Masur,2004-10,243
Urad,2004-10,222.7
Potato,2004-10,229.1
Sweet Potato,2004-10,286.4
Onion,2004-10,148.3
Tapioca,2004-10,168.7
Ginger,2004-10,320.3
Peas,2004-10,272.9
Tomato,2004-10,170.3
Cauliflower,2004-10,281.6
BRINJAL,2004-10,280.7
OKRA,2004-10,222.3
CABBAGE,2004-10,199.1
Banana,2004-10,186
Mango,2004-10,9999.9
apple,2004-10,424.8
Orange,2004-10,590
Cashewnuts,2004-10,152.2
Coconut,2004-10,164.9
Papaya,2004-10,288.8
Grapes,2004-10,210.1
PINEAPPLE,2004-10,233.2
GUAVA,2004-10,215
LITCHI,2004-10,9999.9
SAPOTA,2004-10,213.2
Rice,2004-11,169.1
Wheat,2004-11,186.7
Jowar,2004-11,233.9
Bajra,2004-11,186.6
Maize,2004-11,180.6
Barley,2004-11,198.3
Ragi,2004-11,186.1
Gram,2004-11,137.6
Arhar,2004-11,182.7
Moong,2004-11,191.9
Masur,2004-11,240.7
Urad,2004-11,225.1
Potato,2004-11,191.5
Sweet Potato,2004-11,293.6
Onion,2004-11,154.5
Tapioca,2004-11,146.4
Ginger,2004-11,234.4
Peas,2004-11,235.9
Tomato,2004-11,165.5
Cauliflower,2004-11,139.9
BRINJAL,2004-11,273
OKRA,2004-11,266.1
CABBAGE,2004-11,244.1
Banana,2004-11,195.3
Mango,2004-11,9999.9
apple,2004-11,457
Orange,2004-11,614.1
Cashewnuts,2004-11,148.7
Coconut,2004-11,167.4
Papaya,2004-11,288.3
Grapes,2004-11,212.4
PINEAPPLE,2004-11,220.9
GUAVA,2004-11,207.1
LITCHI,2004-11,9999.9
SAPOTA,2004-11,260.3
Rice,2004-12,168.7
Wheat,2004-12,187.7
Jowar,2004-12,238.2
Bajra,2004-12,191.1
Maize,2004-12,185.7
Barley,2004-12,202.9
Ragi,2004-12,179
Gram,2004-12,136.1
Arhar,2004-12,179.1
Moong,2004-12,195.2
Masur,2004-12,240.4
Urad,2004-12,220.6
Potato,2004-12,126.7
Sweet Potato,2004-12,258.3
Onion,2004-12,126.6
Tapioca,2004-12,161.3
Ginger,2004-12,269.1
Peas,2004-12,111.9
Tomato,2004-12,130.9
Cauliflower,2004-12,103.8
BRINJAL,2004-12,155.2
OKRA,2004-12,281.6
CABBAGE,2004-12,162.1
Banana,2004-12,180.4
Mango,2004-12,9999.9
apple,2004-12,449.7
Orange,2004-12,604.6
Cashewnuts,2004-12,148.2
Coconut,2004-12,167.2
Papaya,2004-12,250
Grapes,2004-12,216.4
PINEAPPLE,2004-12,216.4
GUAVA,2004-12,193.8
LITCHI,2004-12,9999.9
SAPOTA,2004-12,224.1
Rice,2005-01,101.2
Wheat,2005-01,100.8
Jowar,2005-01,102
Bajra,2005-01,103.7
Maize,2005-01,104.1
Barley,2005-01,108.4
Ragi,2005-01,98.7
Gram,2005-01,98.2
Arhar,2005-01,93.1
Moong,2005-01,100.5
Masur,2005-01,101.1
Urad,2005-01,102.3
Potato,2005-01,73.5
Sweet Potato,2005-01,97.3
Onion,2005-01,96.6
Tapioca,2005-01,90.9
Ginger,2005-01,73.9
Peas,2005-01,62.1
Tomato,2005-01,74.8
Cauliflower,2005-01,85.7
Brinjal,2005-01,86.7
okra,2005-01,124.3
Cabbage,2005-01,69.7
Banana,2005-01,92.8
Mango,2005-01,9999.9
Apple,2005-01,93.5
Orange,2005-01,105.3
cashewnuts,2005-01,103.5
Coconut,2005-01,99.2
Papaya,2005-01,84.5
Grapes,2005-01,103.9
Pineapple,2005-01,88.8
Guava,2005-01,95.9
Litchi,2005-01,9999.9
Lemon,2005-01,85.4
Sapota,2005-01,98.8
Rice,2005-02,102
Wheat,2005-02,101.1
Jowar,2005-02,101
Bajra,2005-02,105.1
Maize,2005-02,106.5
Barley,2005-02,108.4
Ragi,2005-02,99.6
Gram,2005-02,97.7
Arhar,2005-02,89
Moong,2005-02,99.7
Masur,2005-02,98.5
Urad,2005-02,103
Potato,2005-02,72
Sweet Potato,2005-02,90.3
