COMM_NAME,Date,WPI
Pineapple,2011-05,184
Guava,2011-05,208.4
Litchi,2011-05,9999.9
Lemon,2011-05,387.3
Sapota,2011-05,173
Rice,2011-06,169
Wheat,2011-06,168.7
Jowar,2011-06,256.8
Bajra,2011-06,189.2
Maize,2011-06,207.2
Barley,2011-06,177.8
Ragi,2011-06,192.5
Gram,2011-06,157.2
Arhar,2011-06,183.8
Moong,2011-06,248.2
Masur,2011-06,157.7
Urad,2011-06,258.3
Potato,2011-06,125.9
Sweet Potato,2011-06,277
Onion,2011-06,174.4
Tapioca,2011-06,282.1
Ginger,2011-06,95.6
Peas,2011-06,9999.9
Tomato,2011-06,9999.9
Cauliflower,2011-06,9999.9
Brinjal,2011-06,155.9
okra,2011-06,182.9
Cabbage,2011-06,157.7
Banana,2011-06,178.9
Mango,2011-06,199.5
Apple,2011-06,9999.9
Orange,2011-06,251.2
cashewnuts,2011-06,181.7
Coconut,2011-06,129.5
Papaya,2011-06,281.4
Grapes,2011-06,9999.9
Pineapple,2011-06,189.1
Guava,2011-06,208.4
Litchi,2011-06,119.7
Lemon,2011-06,289.1
Sapota,2011-06,179.2
Rice,2011-07,169.9
Wheat,2011-07,170.8
Jowar,2011-07,261.3
Bajra,2011-07,193.3
Maize,2011-07,205.7
Barley,2011-07,181.7
Ragi,2011-07,197.3
Gram,2011-07,169.1
Arhar,2011-07,180.5
Moong,2011-07,248.5
Masur,2011-07,156.2
Urad,2011-07,244.5
Potato,2011-07,143.1
Sweet Potato,2011-07,187.2
Onion,2011-07,200.9
Tapioca,2011-07,309.1
Ginger,2011-07,97.9
Peas,2011-07,9999.9
Tomato,2011-07,9999.9
Cauliflower,2011-07,9999.9
Brinjal,2011-07,184.7
okra,2011-07,176.2
Cabbage,2011-07,199.6
Banana,2011-07,177.1
Mango,2011-07,209.4
Apple,2011-07,9999.9
Orange,2011-07,239.1
cashewnuts,2011-07,195
Coconut,2011-07,125.2
Papaya,2011-07,260.4
Grapes,2011-07,9999.9
Pineapple,2011-07,182.5
Guava,2011-07,208.4
Litchi,2011-07,9999.9
Lemon,2011-07,215.8
Sapota,2011-07,214.9
Rice,2011-08,172.9
Wheat,2011-08,168.9
Jowar,2011-08,261.7
Bajra,2011-08,194.9
Maize,2011-08,209.3
Barley,2011-08,180.1
Ragi,2011-08,208.1
Gram,2011-08,178.8
Arhar,2011-08,176.4
Moong,2011-08,248.3
Masur,2011-08,157
Urad,2011-08,237
Potato,2011-08,154.8
Sweet Potato,2011-08,183.7
Onion,2011-08,244.8
Tapioca,2011-08,329.6
Ginger,2011-08,95.3
Peas,2011-08,9999.9
Tomato,2011-08,172
Cauliflower,2011-08,9999.9
Brinjal,2011-08,190.3
okra,2011-08,208.5
Cabbage,2011-08,231.6
Banana,2011-08,182.6
Mango,2011-08,9999.9
Apple,2011-08,9999.9
Orange,2011-08,240.6
cashewnuts,2011-08,207.6
Coconut,2011-08,124.3
Papaya,2011-08,207.8
Grapes,2011-08,9999.9
Pineapple,2011-08,196.1
Guava,2011-08,173.2
Litchi,2011-08,9999.9
Lemon,2011-08,197.3
Sapota,2011-08,217.3
Rice,2011-09,173.3
Wheat,2011-09,166.9
Jowar,2011-09,256.9
Bajra,2011-09,194.2
Maize,2011-09,201.1
Barley,2011-09,177.4
Ragi,2011-09,206.1
Gram,2011-09,193.8
Arhar,2011-09,183
Moong,2011-09,249.1
Masur,2011-09,160.9
Urad,2011-09,240.1
Potato,2011-09,159.2
Sweet Potato,2011-09,186.7
Onion,2011-09,257.6
Tapioca,2011-09,334.4
Ginger,2011-09,87.8
Peas,2011-09,9999.9
Tomato,2011-09,183
Cauliflower,2011-09,9999.9
Brinjal,2011-09,211.1
okra,2011-09,218.6
Cabbage,2011-09,287.5
Banana,2011-09,168
Mango,2011-09,9999.9
Apple,2011-09,220.2
Orange,2011-09,249.8
cashewnuts,2011-09,207.5
Coconut,2011-09,120.3
Papaya,2011-09,186.3
Grapes,2011-09,9999.9
Pineapple,2011-09,191.2
Guava,2011-09,117.1
Litchi,2011-09,9999.9
Lemon,2011-09,157.4
Sapota,2011-09,233.6
Rice,2011-10,176.3
Wheat,2011-10,165.3
Jowar,2011-10,248.7
Bajra,2011-10,184.5
Maize,2011-10,194.1
Barley,2011-10,174.6
Ragi,2011-10,208.7
Gram,2011-10,215.4
Arhar,2011-10,184.9
Moong,2011-10,251.8
Masur,2011-10,164.1
Urad,2011-10,245.7
Potato,2011-10,154.9
Sweet Potato,2011-10,203.8
Onion,2011-10,231.3
Tapioca,2011-10,315.2
Ginger,2011-10,82.5
Peas,2011-10,312.7
Tomato,2011-10,276.6
Cauliflower,2011-10,163.3
Brinjal,2011-10,181.6
okra,2011-10,236.6
Cabbage,2011-10,306
Banana,2011-10,169.4
Mango,2011-10,9999.9
Apple,2011-10,219.6
Orange,2011-10,241.2
cashewnuts,2011-10,210.1
Coconut,2011-10,117.7
Papaya,2011-10,138.5
Grapes,2011-10,223.9
Pineapple,2011-10,194.2
Guava,2011-10,130.1
Litchi,2011-10,9999.9
Lemon,2011-10,140.3
Sapota,2011-10,282.2
Rice,2011-11,175.4
Wheat,2011-11,164.3
Jowar,2011-11,246.1
Bajra,2011-11,184.1
Maize,2011-11,194.1
Barley,2011-11,176
Ragi,2011-11,210.1
Gram,2011-11,224.1
Arhar,2011-11,181.5
Moong,2011-11,239.3
Masur,2011-11,161.3
Urad,2011-11,242
Potato,2011-11,140.3
Sweet Potato,2011-11,198.7
Onion,2011-11,222.9
Tapioca,2011-11,281.5
Ginger,2011-11,70.3
Peas,2011-11,245.4
Tomato,2011-11,276.9
Cauliflower,2011-11,162.3
Brinjal,2011-11,166.7
okra,2011-11,263.3
Cabbage,2011-11,253.1
Banana,2011-11,168.5
Mango,2011-11,9999.9
Apple,2011-11,214.9
Orange,2011-11,237.5
cashewnuts,2011-11,204.5
Coconut,2011-11,114.4
Papaya,2011-11,139.3
Grapes,2011-11,224.2
Pineapple,2011-11,186.5
Guava,2011-11,101.4
Litchi,2011-11,9999.9
Lemon,2011-11,161.3
Sapota,2011-11,237
Rice,2011-12,173.1
Wheat,2011-12,166.6
Jowar,2011-12,247.9
Bajra,2011-12,187.2
Maize,2011-12,200.4
Barley,2011-12,174
Ragi,2011-12,214.8
Gram,2011-12,222.5
Arhar,2011-12,181.4
Moong,2011-12,240.5
Masur,2011-12,164
Urad,2011-12,228.4
Potato,2011-12,110.8
Sweet Potato,2011-12,140.7
Onion,2011-12,180.1
Tapioca,2011-12,281.1
Ginger,2011-12,65.8
Peas,2011-12,141
Tomato,2011-12,125.9
Cauliflower,2011-12,139.1
Brinjal,2011-12,143.8
okra,2011-12,253.9
Cabbage,2011-12,198.8
Banana,2011-12,164.8
Mango,2011-12,9999.9
Apple,2011-12,214.4
Orange,2011-12,231.4
cashewnuts,2011-12,201
Coconut,2011-12,110
Papaya,2011-12,158.6
Grapes,2011-12,226.4
Pineapple,2011-12,190.9
Guava,2011-12,107.2
Litchi,2011-12,9999.9
Lemon,2011-12,193.6
Sapota,2011-12,199.5
Rice,2012-01,172.2
Wheat,2012-01,169.2
Jowar,2012-01,259.4
Bajra,2012-01,200.1
Maize,2012-01,210.1
Barley,2012-01,182.3
Ragi,2012-01,215.8
Gram,2012-01,219.7
Arhar,2012-01,182.8
Moong,2012-01,230.3
Masur,2012-01,168.1
Urad,2012-01,227.4
Potato,2012-01,98.9
Sweet Potato,2012-01,156.6
Onion,2012-01,151
Tapioca,2012-01,252.3
Ginger,2012-01,66.9
Peas,2012-01,106.9
Tomato,2012-01,106.2
Cauliflower,2012-01,121.7
Brinjal,2012-01,168.8
okra,2012-01,282.7
Cabbage,2012-01,162.4
Banana,2012-01,166.1
Mango,2012-01,9999.9
Apple,2012-01,213.3
Orange,2012-01,241.8
cashewnuts,2012-01,187.8
Coconut,2012-01,110.9
Papaya,2012-01,133.3
Grapes,2012-01,247.4
Pineapple,2012-01,186.8
Guava,2012-01,111.6
Litchi,2012-01,9999.9
Lemon,2012-01,177.2
Sapota,2012-01,202.5
Rice,2012-02,173
Wheat,2012-02,170.1
Jowar,2012-02,250.8
Bajra,2012-02,199.9
Maize,2012-02,213.8
Barley,2012-02,189
Ragi,2012-02,216.1
Gram,2012-02,217.8
Arhar,2012-02,178.3
Moong,2012-02,234.2
Masur,2012-02,165.4
Urad,2012-02,222.8
Potato,2012-02,105.9
Sweet Potato,2012-02,174.7
Onion,2012-02,133.8
Tapioca,2012-02,212.3
Ginger,2012-02,60.1
Peas,2012-02,113.3
Tomato,2012-02,134.1
Cauliflower,2012-02,142.9
Brinjal,2012-02,191.5
okra,2012-02,293.8
Cabbage,2012-02,201.6
Banana,2012-02,167.8
Mango,2012-02,9999.9
Apple,2012-02,219.9
Orange,2012-02,241.9
cashewnuts,2012-02,177.4
Coconut,2012-02,110.4
Papaya,2012-02,128.6
Grapes,2012-02,220.1
Pineapple,2012-02,196.6
Guava,2012-02,102.8
Litchi,2012-02,9999.9
Lemon,2012-02,197.4
Sapota,2012-02,191.8
Rice,2012-03,175.4
Wheat,2012-03,172.1
Jowar,2012-03,237.1
Bajra,2012-03,204.1
Maize,2012-03,220.4
Barley,2012-03,203.1
Ragi,2012-03,218.7
Gram,2012-03,222.5
Arhar,2012-03,176.5
Moong,2012-03,237.1
Masur,2012-03,164.9
Urad,2012-03,219.1
Potato,2012-03,126.6
Sweet Potato,2012-03,208.6
Onion,2012-03,136
Tapioca,2012-03,224.2
Ginger,2012-03,49.8
Peas,2012-03,128.9
Tomato,2012-03,200.4
Cauliflower,2012-03,146.3
Brinjal,2012-03,204.6
okra,2012-03,356.4
Cabbage,2012-03,269.9
Banana,2012-03,174.1
Mango,2012-03,9999.9
Apple,2012-03,225.3
Orange,2012-03,245.6
cashewnuts,2012-03,167.8
Coconut,2012-03,112.7
Papaya,2012-03,126.8
Grapes,2012-03,185.2
Pineapple,2012-03,214.3
Guava,2012-03,102.8
Litchi,2012-03,9999.9
Lemon,2012-03,321.4
Sapota,2012-03,200
Rice,2012-04,177.3
Wheat,2012-04,179.3
Jowar,2012-04,236.8
Bajra,2012-04,209.5
Maize,2012-04,225.4
Barley,2012-04,210.8
Ragi,2012-04,223.5
Gram,2012-04,224.7
Arhar,2012-04,175.5
Moong,2012-04,236.6
Masur,2012-04,170
Urad,2012-04,215.6
Potato,2012-04,173.8
Sweet Potato,2012-04,192.7
Onion,2012-04,139.6
Tapioca,2012-04,240.9
Ginger,2012-04,56.5
Peas,2012-04,9999.9
Tomato,2012-04,9999.9
Cauliflower,2012-04,9999.9
Brinjal,2012-04,206.7
okra,2012-04,355.3
Cabbage,2012-04,416.1
Banana,2012-04,176.9
Mango,2012-04,238.5
Apple,2012-04,240
Orange,2012-04,230.3
cashewnuts,2012-04,169.4
Coconut,2012-04,109.1
Papaya,2012-04,130.4
Grapes,2012-04,9999.9
Pineapple,2012-04,245.2
Guava,2012-04,102.8
Litchi,2012-04,9999.9
Lemon,2012-04,306.3
Sapota,2012-04,212.3
Rice,2012-05,178
Wheat,2012-05,178.7
Jowar,2012-05,240.8
Bajra,2012-05,210.5
Maize,2012-05,220.5
Barley,2012-05,212.5
Ragi,2012-05,228.4
Gram,2012-05,237.5
Arhar,2012-05,181.5
Moong,2012-05,235.5
Masur,2012-05,180.1
Urad,2012-05,214.7
Potato,2012-05,203.5
Sweet Potato,2012-05,195.7
Onion,2012-05,138.2
Tapioca,2012-05,245
Ginger,2012-05,54.8
Peas,2012-05,9999.9
Tomato,2012-05,9999.9
Cauliflower,2012-05,9999.9
Brinjal,2012-05,182.3
okra,2012-05,218.3
Cabbage,2012-05,437.6
Banana,2012-05,202.7
Mango,2012-05,221.9
Apple,2012-05,252.7
Orange,2012-05,226
cashewnuts,2012-05,182.6
Coconut,2012-05,106.4
Papaya,2012-05,121.6
Grapes,2012-05,9999.9
Pineapple,2012-05,223.4
Guava,2012-05,102.8
Litchi,2012-05,9999.9
Lemon,2012-05,279.3
Sapota,2012-05,206.2
Rice,2012-06,181.6
Wheat,2012-06,180.1
Jowar,2012-06,235.3
Bajra,2012-06,209.7
Maize,2012-06,219.2
Barley,2012-06,200
Ragi,2012-06,224
Gram,2012-06,251
Arhar,2012-06,185.7
Moong,2012-06,234.1
Masur,2012-06,185.3
Urad,2012-06,215.6
Potato,2012-06,232.8
Sweet Potato,2012-06,181.2
Onion,2012-06,157.9
Tapioca,2012-06,238.6
Ginger,2012-06,72.5
Peas,2012-06,9999.9
Tomato,2012-06,9999.9
Cauliflower,2012-06,9999.9
Brinjal,2012-06,227.6
okra,2012-06,209.9
Cabbage,2012-06,447.1
Banana,2012-06,208.1
Mango,2012-06,201.6
Apple,2012-06,9999.9
Orange,2012-06,236.3
cashewnuts,2012-06,178.8
Coconut,2012-06,107.6
Papaya,2012-06,128.9
Grapes,2012-06,9999.9
Pineapple,2012-06,242.9
Guava,2012-06,102.8
Litchi,2012-06,153
Lemon,2012-06,244.3
Sapota,2012-06,211.4
Rice,2012-07,186.8
Wheat,2012-07,181.8
Jowar,2012-07,230.8
Bajra,2012-07,223.7
Maize,2012-07,221.6
Barley,2012-07,203
Ragi,2012-07,235.6
Gram,2012-07,277.6
Arhar,2012-07,198.8
Moong,2012-07,248.3
Masur,2012-07,192.8
Urad,2012-07,225.7
Potato,2012-07,247.9
Sweet Potato,2012-07,195.7
Onion,2012-07,180.7
Tapioca,2012-07,229.6
Ginger,2012-07,72.8
Peas,2012-07,9999.9
Tomato,2012-07,9999.9
Cauliflower,2012-07,9999.9
Brinjal,2012-07,186.9
okra,2012-07,205.1
Cabbage,2012-07,384.4
Banana,2012-07,216.6
Mango,2012-07,216.7
Apple,2012-07,9999.9
Orange,2012-07,245.3
cashewnuts,2012-07,188
Coconut,2012-07,111
Papaya,2012-07,154.2
Grapes,2012-07,9999.9
Pineapple,2012-07,259.9
Guava,2012-07,102.8
Litchi,2012-07,9999.9
Lemon,2012-07,213
Sapota,2012-07,231.9
Rice,2012-08,190.8
Wheat,2012-08,190.8
Jowar,2012-08,236.5
Bajra,2012-08,235.5
Maize,2012-08,229.5
Barley,2012-08,203.8
Ragi,2012-08,252.3
Gram,2012-08,294
Arhar,2012-08,215.5
Moong,2012-08,261.6
Masur,2012-08,199.8
Urad,2012-08,239.9
Potato,2012-08,264.3
Sweet Potato,2012-08,192.8
Onion,2012-08,194.1
Tapioca,2012-08,222.3
Ginger,2012-08,73.8
Peas,2012-08,9999.9
Tomato,2012-08,261.4
Cauliflower,2012-08,9999.9
Brinjal,2012-08,191.1
okra,2012-08,184.7
Cabbage,2012-08,240.9
Banana,2012-08,222
Mango,2012-08,9999.9
Apple,2012-08,9999.9
Orange,2012-08,243.9
cashewnuts,2012-08,193.8
Coconut,2012-08,107.3
Papaya,2012-08,182.8
Grapes,2012-08,9999.9
Pineapple,2012-08,227.7
Guava,2012-08,93.8
Litchi,2012-08,9999.9
Lemon,2012-08,222.4
Sapota,2012-08,234.8
Rice,2012-09,195.1
Wheat,2012-09,198.4
Jowar,2012-09,234.9
Bajra,2012-09,235.6
Maize,2012-09,234.1
Barley,2012-09,200.8
Ragi,2012-09,269.9
Gram,2012-09,293.4
Arhar,2012-09,216.8
Moong,2012-09,262.3
Masur,2012-09,202.3
Urad,2012-09,244.3
Potato,2012-09,242.7
Sweet Potato,2012-09,212
Onion,2012-09,194
Tapioca,2012-09,263.2
Ginger,2012-09,84.4
Peas,2012-09,9999.9
Tomato,2012-09,195.3
Cauliflower,2012-09,9999.9
Brinjal,2012-09,192.3
okra,2012-09,166.8
Cabbage,2012-09,221.1
Banana,2012-09,202.3
Mango,2012-09,9999.9
Apple,2012-09,229.7
Orange,2012-09,243.5
cashewnuts,2012-09,196.9
Coconut,2012-09,106.5
Papaya,2012-09,144.6
Grapes,2012-09,9999.9
Pineapple,2012-09,227.8
Guava,2012-09,86.4
Litchi,2012-09,9999.9
Lemon,2012-09,283
Sapota,2012-09,232
Rice,2012-10,202.7
Wheat,2012-10,198
Jowar,2012-10,234.6
Bajra,2012-10,221
Maize,2012-10,232.2
Barley,2012-10,198.4
Ragi,2012-10,284.8
Gram,2012-10,288.6
Arhar,2012-10,210.6
Moong,2012-10,266.9
Masur,2012-10,202.9
Urad,2012-10,234.6
Potato,2012-10,231
Sweet Potato,2012-10,216.8
Onion,2012-10,210.2
Tapioca,2012-10,282.7
Ginger,2012-10,84
Peas,2012-10,275.1
Tomato,2012-10,168.7
Cauliflower,2012-10,195.9
Brinjal,2012-10,181.2
okra,2012-10,202.3
Cabbage,2012-10,224.9
Banana,2012-10,204.4
Mango,2012-10,9999.9
Apple,2012-10,223.6
Orange,2012-10,246.8
cashewnuts,2012-10,194.9
Coconut,2012-10,104
Papaya,2012-10,139.6
Grapes,2012-10,173.1
Pineapple,2012-10,234.7
Guava,2012-10,113.8
Litchi,2012-10,9999.9
Lemon,2012-10,241.7
Sapota,2012-10,234.6
Rice,2012-11,202.2
Wheat,2012-11,202.5
Jowar,2012-11,225.8
Bajra,2012-11,232.3
Maize,2012-11,233.9
Barley,2012-11,204.1
Ragi,2012-11,312.1
Gram,2012-11,290.3
Arhar,2012-11,206.6
Moong,2012-11,267.4
Masur,2012-11,203.2
Urad,2012-11,227.8
Potato,2012-11,235.5
Sweet Potato,2012-11,228.9
Onion,2012-11,259.8
Tapioca,2012-11,268.8
Ginger,2012-11,91.8
Peas,2012-11,253.4
Tomato,2012-11,181.4
Cauliflower,2012-11,171.7
Brinjal,2012-11,177.4
okra,2012-11,214.4
Cabbage,2012-11,217.5
Banana,2012-11,229
Mango,2012-11,9999.9
Apple,2012-11,229.6
Orange,2012-11,247.1
cashewnuts,2012-11,196.7
Coconut,2012-11,107.3
Papaya,2012-11,137.2
Grapes,2012-11,190.8
Pineapple,2012-11,194.9
Guava,2012-11,109.8
Litchi,2012-11,9999.9
Lemon,2012-11,140.9
Sapota,2012-11,272.9
Rice,2012-12,202.7
Wheat,2012-12,204.3
Jowar,2012-12,232.3
Bajra,2012-12,252.2
Maize,2012-12,243.2
Barley,2012-12,217.7
Ragi,2012-12,323.5
Gram,2012-12,276.7
Arhar,2012-12,198.7
Moong,2012-12,272
Masur,2012-12,196.3
Urad,2012-12,226.1
Potato,2012-12,175.1
Sweet Potato,2012-12,192.7
Onion,2012-12,311.2
Tapioca,2012-12,302.3
Ginger,2012-12,92.2
Peas,2012-12,147.5
Tomato,2012-12,129
Cauliflower,2012-12,142.4
Brinjal,2012-12,149.8
okra,2012-12,245.8
Cabbage,2012-12,179.5
Banana,2012-12,206.4
Mango,2012-12,9999.9
Apple,2012-12,242.7
Orange,2012-12,235.7
cashewnuts,2012-12,194
Coconut,2012-12,125.4
Papaya,2012-12,115.4
Grapes,2012-12,208.3
Pineapple,2012-12,233.4
Guava,2012-12,75.5
Litchi,2012-12,9999.9
Lemon,2012-12,142.1
Sapota,2012-12,247.8
Paddy,2012-04,104.2
Wheat,2012-04,104.6
Jowar,2012-04,98.3
Bajra,2012-04,107.7
Maize,2012-04,107.9
Barley,2012-04,117.1
Ragi,2012-04,107.2
Gram,2012-04,116.1
Arhar,2012-04,97.1
Moong,2012-04,96.3
Masur,2012-04,102.5
Urad,2012-04,90.7
Chawali,2012-04,113.2
Rajma,2012-04,134.7
Potato,2012-04,142.4
Sweet Potato,2012-04,106.9
Onion,2012-04,72.8
Tapioca,2012-04,87.5
Ginger,2012-04,74.2
Peas,2012-04,112.2
Tomato,2012-04,129.3
Cauliflower,2012-04,119.1
Brinjal,2012-04,122.4
okra,2012-04,152.2
Cabbage,2012-04,182
Carrot,2012-04,133
Radish,2012-04,107.7
Cucumber,2012-04,134.7
Pointed gourd,2012-04,146.5
Bitter gourd,2012-04,137.2
Bottle gourd,2012-04,137.8
Beans,2012-04,140.4
Pumpkin,2012-04,133.6
Drumstick,2012-04,59
Banana,2012-04,101.2
Mango,2012-04,101.3
Paddy,2012-05,104.2
Wheat,2012-05,105.4
Jowar,2012-05,98.2
Bajra,2012-05,109.3
Maize,2012-05,105.5
Barley,2012-05,118
Ragi,2012-05,110.3
Gram,2012-05,127.5
Arhar,2012-05,99.7
Moong,2012-05,96
Masur,2012-05,107.4
Urad,2012-05,90.8
Chawali,2012-05,123.1
Rajma,2012-05,138.7
Potato,2012-05,155.9
Sweet Potato,2012-05,107.8
Onion,2012-05,72
Tapioca,2012-05,89.2
Ginger,2012-05,75.4
Peas,2012-05,0
Tomato,2012-05,138.3
Cauliflower,2012-05,0
Brinjal,2012-05,108.3
okra,2012-05,92.6
Cabbage,2012-05,202.4
Carrot,2012-05,132.8
Radish,2012-05,103.7
Cucumber,2012-05,74.7
Pointed gourd,2012-05,83.3
Bitter gourd,2012-05,99
Bottle gourd,2012-05,74.4
Beans,2012-05,137.4
Pumpkin,2012-05,107.6
Drumstick,2012-05,59.5
Banana,2012-05,109.5
Mango,2012-05,95.6
Paddy,2012-06,107
Wheat,2012-06,104.4
Jowar,2012-06,97
Bajra,2012-06,107
Maize,2012-06,107.2
Barley,2012-06,111.2
Ragi,2012-06,108.9
Gram,2012-06,130.7
Arhar,2012-06,101.6
Moong,2012-06,96.6
Masur,2012-06,109.7
Urad,2012-06,92.1
Chawali,2012-06,134.3
Rajma,2012-06,146.9
Potato,2012-06,186.5
Sweet Potato,2012-06,103.8
Onion,2012-06,80.1
Tapioca,2012-06,87
Ginger,2012-06,97.4
Peas,2012-06,0
Tomato,2012-06,144.8
Cauliflower,2012-06,0
Brinjal,2012-06,132.2
okra,2012-06,90.3
Cabbage,2012-06,216.4
Carrot,2012-06,156.4
Radish,2012-06,118.7
Cucumber,2012-06,95.9
Pointed gourd,2012-06,80.2
Bitter gourd,2012-06,126.1
Bottle gourd,2012-06,87.4
Beans,2012-06,138.3
Pumpkin,2012-06,103.3
Drumstick,2012-06,90.9
Banana,2012-06,109.1
Mango,2012-06,91.7
Paddy,2012-07,111
Wheat,2012-07,105.8
Jowar,2012-07,93.7
Bajra,2012-07,113.9
Maize,2012-07,111.3
Barley,2012-07,113.2
Ragi,2012-07,115.6
Gram,2012-07,143.7
Arhar,2012-07,108.6
Moong,2012-07,103.6
Masur,2012-07,115.2
Urad,2012-07,97.9
Chawali,2012-07,147.4
Rajma,2012-07,151.2
Potato,2012-07,194.6
Sweet Potato,2012-07,107.9
Onion,2012-07,94.1
Tapioca,2012-07,83.6
Ginger,2012-07,102.7
Peas,2012-07,0
Tomato,2012-07,182.3
Cauliflower,2012-07,0
Brinjal,2012-07,112.4
okra,2012-07,87
Cabbage,2012-07,189.6
Carrot,2012-07,182
Radish,2012-07,163.6
Cucumber,2012-07,105.8
Pointed gourd,2012-07,71.3
Bitter gourd,2012-07,98.1
Bottle gourd,2012-07,107.3
Beans,2012-07,111.2
Pumpkin,2012-07,144.7
Drumstick,2012-07,94.1
Banana,2012-07,113.3
Mango,2012-07,94.2
Paddy,2012-08,114
Wheat,2012-08,116
Jowar,2012-08,96.2
Bajra,2012-08,120.7
Maize,2012-08,117.8
Barley,2012-08,113.8
Ragi,2012-08,126.4
Gram,2012-08,149.9
Arhar,2012-08,115.6
Moong,2012-08,108.7
Masur,2012-08,119.2
Urad,2012-08,102.3
Chawali,2012-08,143.3
Rajma,2012-08,153.9
Potato,2012-08,198
Sweet Potato,2012-08,107
Onion,2012-08,105.6
Tapioca,2012-08,80.3
Ginger,2012-08,107.8
Peas,2012-08,0
Tomato,2012-08,147.2
Cauliflower,2012-08,0
Brinjal,2012-08,109.9
okra,2012-08,78
Cabbage,2012-08,122.4
Carrot,2012-08,155.7
Radish,2012-08,145.2
Cucumber,2012-08,104.5
Pointed gourd,2012-08,54.1
Bitter gourd,2012-08,77.3
Bottle gourd,2012-08,102.8
Beans,2012-08,113.3
Pumpkin,2012-08,128.5
Drumstick,2012-08,74.3
Banana,2012-08,117.5
Mango,2012-08,97.3
Paddy,2012-09,116.1
Wheat,2012-09,119.4
Jowar,2012-09,97.2
Bajra,2012-09,121.7
Maize,2012-09,117.3
Barley,2012-09,111.8
Ragi,2012-09,134.1
Gram,2012-09,148.9
Arhar,2012-09,118.6
Moong,2012-09,108.4
Masur,2012-09,119
Urad,2012-09,102.3
Chawali,2012-09,153.8
Rajma,2012-09,151.2
Potato,2012-09,189.4
Sweet Potato,2012-09,111.9
Onion,2012-09,104.5
Tapioca,2012-09,93.7
Ginger,2012-09,117.3
Peas,2012-09,0
Tomato,2012-09,107
Cauliflower,2012-09,134.6
Brinjal,2012-09,110.4
okra,2012-09,75.1
Cabbage,2012-09,111.8
Carrot,2012-09,140.5
Radish,2012-09,151.6
Cucumber,2012-09,87.5
Pointed gourd,2012-09,69
Bitter gourd,2012-09,90.5
Bottle gourd,2012-09,96.5
Beans,2012-09,90.3
Pumpkin,2012-09,118.8
Drumstick,2012-09,64.8
Banana,2012-09,108.8
Mango,2012-09,0
Paddy,2012-10,116.6
Wheat,2012-10,117.4
Jowar,2012-10,95.5
Bajra,2012-10,114.8
Maize,2012-10,117.8
Barley,2012-10,110.5
Ragi,2012-10,149.5
Gram,2012-10,145.5
Arhar,2012-10,116.3
Moong,2012-10,112.2
Masur,2012-10,118.6
Urad,2012-10,99.3
Chawali,2012-10,146.6
Rajma,2012-10,153.9
Potato,2012-10,172.9
Sweet Potato,2012-10,113.6
Onion,2012-10,111.8
Tapioca,2012-10,101.9
Ginger,2012-10,123.6
Peas,2012-10,0
Tomato,2012-10,105.5
Cauliflower,2012-10,129.4
Brinjal,2012-10,107.2
okra,2012-10,89.3
Cabbage,2012-10,114.4
Carrot,2012-10,166.2
Radish,2012-10,142.4
Cucumber,2012-10,85.9
Pointed gourd,2012-10,75.5
Bitter gourd,2012-10,99.8
Bottle gourd,2012-10,106.3
Beans,2012-10,96.5
Pumpkin,2012-10,103.2
Drumstick,2012-10,81.9
Banana,2012-10,111.3
Mango,2012-10,0
Paddy,2012-11,116.3
Wheat,2012-11,120.7
Jowar,2012-11,95.6
Bajra,2012-11,120.4
Maize,2012-11,117.9
Barley,2012-11,113.9
Ragi,2012-11,161.5
Gram,2012-11,146
Arhar,2012-11,114.4
Moong,2012-11,113.5
Masur,2012-11,118.1
Urad,2012-11,97.5
Chawali,2012-11,131.8
Rajma,2012-11,157.6
Potato,2012-11,171.1
Sweet Potato,2012-11,116.7
Onion,2012-11,145.2
Tapioca,2012-11,94.7
Ginger,2012-11,128.6
Peas,2012-11,185.2
Tomato,2012-11,111.4
Cauliflower,2012-11,101.7
Brinjal,2012-11,103.2
okra,2012-11,94.2
Cabbage,2012-11,110.5
Carrot,2012-11,150.1
Radish,2012-11,99.9
Cucumber,2012-11,102
Pointed gourd,2012-11,81.2
Bitter gourd,2012-11,106.9
Bottle gourd,2012-11,101.2
Beans,2012-11,113.1
Pumpkin,2012-11,94.6
Drumstick,2012-11,114
Banana,2012-11,121.6
Mango,2012-11,0
Paddy,2012-12,115.9
Wheat,2012-12,121.7
Jowar,2012-12,95
Bajra,2012-12,127.7
Maize,2012-12,121.2
Barley,2012-12,119
Ragi,2012-12,162.1
Gram,2012-12,139.4
Arhar,2012-12,110.2
Moong,2012-12,115.4
Masur,2012-12,117.4
Urad,2012-12,97.2
Chawali,2012-12,124.8
Rajma,2012-12,148.4
Potato,2012-12,147.9
Sweet Potato,2012-12,93.7
Onion,2012-12,161.6
Tapioca,2012-12,101.9
Ginger,2012-12,134.9
Peas,2012-12,122.5
Tomato,2012-12,86.6
Cauliflower,2012-12,92.6
Brinjal,2012-12,98.2
okra,2012-12,112.4
Cabbage,2012-12,97.1
Carrot,2012-12,104.3
Radish,2012-12,75.6
Cucumber,2012-12,123.8
Pointed gourd,2012-12,113.1
Bitter gourd,2012-12,120
Bottle gourd,2012-12,115.3
Beans,2012-12,113.6
Pumpkin,2012-12,111
Drumstick,2012-12,227.1
